,# Disease ID,Disease Name,Gene ID
6367,C2239176,Liver carcinoma,RTP3
6368,C2239176,Liver carcinoma,SPRTN
6369,C2239176,Liver carcinoma,TATDN1
6370,C2239176,Liver carcinoma,TAGLN2
6371,C2239176,Liver carcinoma,CASP8
6372,C2239176,Liver carcinoma,NR0B2
6373,C2239176,Liver carcinoma,IRS2
6374,C2239176,Liver carcinoma,EIF3H
6375,C2239176,Liver carcinoma,PNPT1
6376,C2239176,Liver carcinoma,MBTPS1
6377,C2239176,Liver carcinoma,CBR1
6378,C2239176,Liver carcinoma,TNFSF10
6379,C2239176,Liver carcinoma,TRIM24
6380,C2239176,Liver carcinoma,IQGAP1
6381,C2239176,Liver carcinoma,CCNA1
6382,C2239176,Liver carcinoma,CCNE1
6383,C2239176,Liver carcinoma,FATE1
6384,C2239176,Liver carcinoma,SOCS3
6385,C2239176,Liver carcinoma,USP2
6386,C2239176,Liver carcinoma,SLIT2
6387,C2239176,Liver carcinoma,ADAMTS1
6388,C2239176,Liver carcinoma,GDF15
6389,C2239176,Liver carcinoma,PRDX6
6390,C2239176,Liver carcinoma,DEPDC5
6391,C2239176,Liver carcinoma,KMT2B
6392,C2239176,Liver carcinoma,FGF19
6393,C2239176,Liver carcinoma,NR1H4
6394,C0206726,gliosarcoma,TACC3
6395,C0206726,gliosarcoma,CYP2B6
6396,C0206726,gliosarcoma,CYP2C18
6397,C0206726,gliosarcoma,EGFR
6398,C0206726,gliosarcoma,FGFR1
6399,C0206726,gliosarcoma,FGFR3
6400,C0206726,gliosarcoma,IDH1
6401,C0206726,gliosarcoma,SEPTIN14
6402,C0206726,gliosarcoma,MGMT
6403,C0206726,gliosarcoma,NFKBIA
6404,C0206726,gliosarcoma,POR
6405,C0206726,gliosarcoma,PPARG
6406,C0206726,gliosarcoma,TACC1
6407,C0206726,gliosarcoma,TP53
6408,C0206726,gliosarcoma,VEGFA
6409,C0206726,gliosarcoma,LZTR1
6410,C0948089,Acute Coronary Syndrome,CKB
6411,C0948089,Acute Coronary Syndrome,CKM
6412,C0948089,Acute Coronary Syndrome,CRP
6413,C0948089,Acute Coronary Syndrome,ENO1
6414,C0948089,Acute Coronary Syndrome,GAPDH
6415,C0948089,Acute Coronary Syndrome,PDIA3
6416,C0948089,Acute Coronary Syndrome,GSN
6417,C0948089,Acute Coronary Syndrome,GSTP1
6418,C0948089,Acute Coronary Syndrome,HSPA8
6419,C0948089,Acute Coronary Syndrome,HSPD1
6421,C0948089,Acute Coronary Syndrome,ITGB3
6422,C0948089,Acute Coronary Syndrome,LDHB
6423,C0948089,Acute Coronary Syndrome,ARHGDIB
6424,C0948089,Acute Coronary Syndrome,MMP9
6425,C0948089,Acute Coronary Syndrome,SERPINC1
6426,C0948089,Acute Coronary Syndrome,PAPPA
6427,C0948089,Acute Coronary Syndrome,PON1
6428,C0948089,Acute Coronary Syndrome,PSMB1
6429,C0948089,Acute Coronary Syndrome,SOD2
6430,C0948089,Acute Coronary Syndrome,TLR4
6431,C0948089,Acute Coronary Syndrome,ACTG1
6432,C0948089,Acute Coronary Syndrome,TNF
6433,C0948089,Acute Coronary Syndrome,TNNI3
6434,C0948089,Acute Coronary Syndrome,TNNT2
6435,C0948089,Acute Coronary Syndrome,TPM4
6436,C0948089,Acute Coronary Syndrome,VCL
6437,C0948089,Acute Coronary Syndrome,VIM
6438,C0948089,Acute Coronary Syndrome,TUBB1
6439,C0948089,Acute Coronary Syndrome,CAPZB
6441,C0029927,Ovarian Cysts,CDH3
6442,C0029927,Ovarian Cysts,NXPH2
6443,C0029927,Ovarian Cysts,COL11A1
6444,C0029927,Ovarian Cysts,CYP17A1
6445,C0029927,Ovarian Cysts,CFD
6446,C0029927,Ovarian Cysts,AGTR2
6447,C0029927,Ovarian Cysts,FGD2
6448,C0029927,Ovarian Cysts,ATP6V0D2
6449,C0029927,Ovarian Cysts,GABRA1
6450,C0029927,Ovarian Cysts,TMEM59L
6451,C0029927,Ovarian Cysts,AMELY
6452,C0029927,Ovarian Cysts,ANG
6453,C0029927,Ovarian Cysts,GPR34
6454,C0029927,Ovarian Cysts,IHH
6456,C0029927,Ovarian Cysts,MFAP2
6457,C0029927,Ovarian Cysts,NFKB1
6458,C0029927,Ovarian Cysts,PRKN
6459,C0029927,Ovarian Cysts,TMBIM4
6460,C0029927,Ovarian Cysts,PEX14
6461,C0029927,Ovarian Cysts,MAGOHB
6462,C0029927,Ovarian Cysts,IARS2
6463,C0029927,Ovarian Cysts,GKN1
6464,C0029927,Ovarian Cysts,PTGER4
6465,C0029927,Ovarian Cysts,PTGS1
6466,C0029927,Ovarian Cysts,RPL5
6467,C0029927,Ovarian Cysts,SFRP4
6468,C0029927,Ovarian Cysts,NR2F1
6469,C0029927,Ovarian Cysts,TMOD1
6470,C0029927,Ovarian Cysts,C1QB
6471,C0029927,Ovarian Cysts,CACNB3
6472,C0029927,Ovarian Cysts,MADCAM1
6473,C0029927,Ovarian Cysts,TIMD4
6474,C0029927,Ovarian Cysts,MS4A1
6475,C0029927,Ovarian Cysts,NMT2
6476,C0036346,"Schizophrenia, Childhood",SEZ6
6477,C0036346,"Schizophrenia, Childhood",B3GNT6
6478,C0036346,"Schizophrenia, Childhood",PDZRN3
6479,C0036346,"Schizophrenia, Childhood",HSPG2
6480,C0036346,"Schizophrenia, Childhood",ARL16
6481,C0036346,"Schizophrenia, Childhood",FREM2
6483,C0036346,"Schizophrenia, Childhood",ITGA6
6484,C0036346,"Schizophrenia, Childhood",GPR153
6485,C0036346,"Schizophrenia, Childhood",MEST
6486,C0036346,"Schizophrenia, Childhood",PTGIS
6487,C0036346,"Schizophrenia, Childhood",RELA
6488,C0036346,"Schizophrenia, Childhood",RYR2
6489,C0036346,"Schizophrenia, Childhood",TTBK1
6490,C0036346,"Schizophrenia, Childhood",NLRP12
6491,C0036346,"Schizophrenia, Childhood",GTF2IRD1
6492,C0206686,Adrenocortical carcinoma,CDKN2A
6493,C0206686,Adrenocortical carcinoma,CTNNB1
6494,C0206686,Adrenocortical carcinoma,DAXX
6495,C0206686,Adrenocortical carcinoma,EGFR
6496,C0206686,Adrenocortical carcinoma,IGF1R
6497,C0206686,Adrenocortical carcinoma,IGF2
6498,C0206686,Adrenocortical carcinoma,MEN1
6499,C0206686,Adrenocortical carcinoma,ABCB1
6500,C0206686,Adrenocortical carcinoma,RB1
6501,C0206686,Adrenocortical carcinoma,RRM1
6502,C0206686,Adrenocortical carcinoma,SPARC
6503,C0206686,Adrenocortical carcinoma,BRAF
6504,C0206686,Adrenocortical carcinoma,TERT
6505,C0206686,Adrenocortical carcinoma,TOP2A
6506,C0206686,Adrenocortical carcinoma,TP53
6507,C0206686,Adrenocortical carcinoma,ZNRF3
6508,C0206686,Adrenocortical carcinoma,MED12
6509,C0036341,Schizophrenia,AKT3
6515,C0036341,Schizophrenia,CDH13
6520,C0036341,Schizophrenia,MPHOSPH9
6522,C0036341,Schizophrenia,STAG1
6523,C0036341,Schizophrenia,NPRL2
6524,C0036341,Schizophrenia,CELF2
6525,C0036341,Schizophrenia,NRG3
6526,C0036341,Schizophrenia,CHL1
6527,C0036341,Schizophrenia,SDCCAG8
6528,C0036341,Schizophrenia,CPLX2
6529,C0036341,Schizophrenia,CPLX1
6530,C0036341,Schizophrenia,CHD4
6531,C0036341,Schizophrenia,CHI3L1
6532,C0036341,Schizophrenia,KLF12
6533,C0036341,Schizophrenia,ADCY7
6534,C0036341,Schizophrenia,CHRNA3
6535,C0036341,Schizophrenia,SLC26A7
6536,C0036341,Schizophrenia,SLC26A8
6537,C0036341,Schizophrenia,AGAP1
6538,C0036341,Schizophrenia,CLCN3
6539,C0036341,Schizophrenia,BORCS7
6540,C0036341,Schizophrenia,OR4C46
6541,C0036341,Schizophrenia,CNR1
6542,C0036341,Schizophrenia,COL3A1
6543,C0036341,Schizophrenia,FAM3D
6544,C0036341,Schizophrenia,COMT
6546,C0036341,Schizophrenia,SLCO6A1
6547,C0036341,Schizophrenia,CP
6548,C0036341,Schizophrenia,TEKT5
6549,C0036341,Schizophrenia,ZNF480
6550,C0036341,Schizophrenia,ZNF565
6551,C0036341,Schizophrenia,CNTN4
6553,C0036341,Schizophrenia,DAO
6554,C0036341,Schizophrenia,SPATA5
6555,C0036341,Schizophrenia,DLG1
6556,C0036341,Schizophrenia,DPYD
6557,C0036341,Schizophrenia,DRD1
6558,C0036341,Schizophrenia,DRD2
6559,C0036341,Schizophrenia,DRD3
6560,C0036341,Schizophrenia,DRD4
6561,C0036341,Schizophrenia,EIF5
6563,C0036341,Schizophrenia,AKT1
6564,C0036341,Schizophrenia,ETF1
6565,C0036341,Schizophrenia,HNRNPA3
6566,C0036341,Schizophrenia,ADGRF4
6568,C0036341,Schizophrenia,FES
6569,C0036341,Schizophrenia,FGFR1
6570,C0036341,Schizophrenia,NTNG1
6571,C0036341,Schizophrenia,TRAK1
6572,C0036341,Schizophrenia,NT5C2
6573,C0036341,Schizophrenia,IGSF9B
6574,C0036341,Schizophrenia,PLCL2
6575,C0036341,Schizophrenia,PLCB1
6576,C0036341,Schizophrenia,SMG6
6577,C0036341,Schizophrenia,SATB2
6578,C0036341,Schizophrenia,VPS39
6580,C0036341,Schizophrenia,BRD1
6581,C0036341,Schizophrenia,APOL2
6582,C0036341,Schizophrenia,MTOR
6583,C0036341,Schizophrenia,CFAP65
6584,C0036341,Schizophrenia,GABRA6
6585,C0036341,Schizophrenia,GABRB2
6586,C0036341,Schizophrenia,GABRD
6587,C0036341,Schizophrenia,GAD1
6588,C0036341,Schizophrenia,GAD2
6589,C0036341,Schizophrenia,NGEF
6590,C0036341,Schizophrenia,QPCT
6591,C0036341,Schizophrenia,MPC2
6592,C0036341,Schizophrenia,ALS2CL
6593,C0036341,Schizophrenia,CNTNAP2
6594,C0036341,Schizophrenia,PPP1R16B
6595,C0036341,Schizophrenia,GIGYF2
6596,C0036341,Schizophrenia,DAOA
6597,C0036341,Schizophrenia,CBLIF
6598,C0036341,Schizophrenia,DISC2
6599,C0036341,Schizophrenia,DISC1
6600,C0036341,Schizophrenia,LSM1
6601,C0036341,Schizophrenia,SELENOH
6602,C0036341,Schizophrenia,GPM6A
6603,C0036341,Schizophrenia,LAMA1
6604,C0036341,Schizophrenia,ANK3
6605,C0036341,Schizophrenia,GRB10
6606,C0036341,Schizophrenia,GRIK2
6607,C0036341,Schizophrenia,GRIK5
6608,C0036341,Schizophrenia,GRIN2A
6609,C0036341,Schizophrenia,GRIN2B
6610,C0036341,Schizophrenia,GRIN2D
6611,C0036341,Schizophrenia,NR3C1
6612,C0036341,Schizophrenia,SAP30BP
6613,C0036341,Schizophrenia,CTNNA3
6614,C0036341,Schizophrenia,GRM2
6615,C0036341,Schizophrenia,GRM3
6616,C0036341,Schizophrenia,GSK3A
6617,C0036341,Schizophrenia,GSK3B
6619,C0036341,Schizophrenia,NRG1
6620,C0036341,Schizophrenia,HINT1
6621,C0036341,Schizophrenia,HLA-DRB1
6622,C0036341,Schizophrenia,TAAR6
6623,C0036341,Schizophrenia,HP
6624,C0036341,Schizophrenia,HRH1
6625,C0036341,Schizophrenia,HTR2A
6626,C0036341,Schizophrenia,HTR6
6627,C0036341,Schizophrenia,HTR7
6628,C0036341,Schizophrenia,HCAR2
6629,C0036341,Schizophrenia,CCDC137
6630,C0036341,Schizophrenia,SOX2-OT
6631,C0036341,Schizophrenia,APOE
6633,C0036341,Schizophrenia,FTCDNL1
6634,C0036341,Schizophrenia,HCN1
6635,C0036341,Schizophrenia,IL1B
6636,C0036341,Schizophrenia,IL2RA
6637,C0036341,Schizophrenia,IL6
6638,C0036341,Schizophrenia,IL6R
6639,C0036341,Schizophrenia,INPP5A
6640,C0036341,Schizophrenia,ITIH3
6641,C0036341,Schizophrenia,ITIH4
6642,C0036341,Schizophrenia,STT3A
6643,C0036341,Schizophrenia,KDR
6644,C0036341,Schizophrenia,KPNA1
6645,C0036341,Schizophrenia,ZKSCAN4
6646,C0036341,Schizophrenia,GPR153
6647,C0036341,Schizophrenia,LAMA2
6649,C0036341,Schizophrenia,LRP1
6651,C0036341,Schizophrenia,MIR137
6652,C0036341,Schizophrenia,MIR29B2
6653,C0036341,Schizophrenia,MIR29C
6654,C0036341,Schizophrenia,MAN2A1
6655,C0036341,Schizophrenia,MAOB
6656,C0036341,Schizophrenia,MC4R
6657,C0036341,Schizophrenia,MET
6658,C0036341,Schizophrenia,MTHFR
6659,C0036341,Schizophrenia,MT-ND4
6660,C0036341,Schizophrenia,NDUFV2
6661,C0036341,Schizophrenia,NFATC3
6662,C0036341,Schizophrenia,NFKB1
6663,C0036341,Schizophrenia,NOS1
6664,C0036341,Schizophrenia,NOTCH4
6665,C0036341,Schizophrenia,ATP2A2
6666,C0036341,Schizophrenia,NRGN
6667,C0036341,Schizophrenia,NTF3
6668,C0036341,Schizophrenia,NTRK1
6669,C0036341,Schizophrenia,NTSR1
6670,C0036341,Schizophrenia,OXTR
6671,C0036341,Schizophrenia,FURIN
6672,C0036341,Schizophrenia,PAK2
6673,C0036341,Schizophrenia,PCM1
6674,C0036341,Schizophrenia,SDF4
6675,C0036341,Schizophrenia,PDE4B
6676,C0036341,Schizophrenia,PHB1
6677,C0036341,Schizophrenia,PIK3C2A
6678,C0036341,Schizophrenia,PIK3CB
6679,C0036341,Schizophrenia,PLXNA2
6680,C0036341,Schizophrenia,PML
6681,C0036341,Schizophrenia,UGT1A3
6682,C0036341,Schizophrenia,CNNM2
6683,C0036341,Schizophrenia,AHI1
6684,C0036341,Schizophrenia,AVP
6685,C0036341,Schizophrenia,SBNO1
6686,C0036341,Schizophrenia,LGR4
6687,C0036341,Schizophrenia,GALNT10
6688,C0036341,Schizophrenia,WDR11
6689,C0036341,Schizophrenia,HHAT
6690,C0036341,Schizophrenia,VPS35
6691,C0036341,Schizophrenia,EDEM2
6692,C0036341,Schizophrenia,PAG1
6693,C0036341,Schizophrenia,PRKD1
6694,C0036341,Schizophrenia,PRODH
6695,C0036341,Schizophrenia,PRRG2
6696,C0036341,Schizophrenia,RELN
6697,C0036341,Schizophrenia,CYP26B1
6698,C0036341,Schizophrenia,PAK6
6699,C0036341,Schizophrenia,OTUD7B
6700,C0036341,Schizophrenia,RTN4
6701,C0036341,Schizophrenia,ADAMTSL3
6702,C0036341,Schizophrenia,PTGIS
6703,C0036341,Schizophrenia,AS3MT
6704,C0036341,Schizophrenia,GRAMD1B
6705,C0036341,Schizophrenia,NLGN4X
6706,C0036341,Schizophrenia,ZSWIM6
6707,C0036341,Schizophrenia,PVALB
6708,C0036341,Schizophrenia,RENBP
6709,C0036341,Schizophrenia,RGS4
6710,C0036341,Schizophrenia,RGS12
6711,C0036341,Schizophrenia,FASTKD5
6712,C0036341,Schizophrenia,BCL9
6714,C0036341,Schizophrenia,BDNF
6715,C0036341,Schizophrenia,CCL2
6719,C0036341,Schizophrenia,SRR
6721,C0036341,Schizophrenia,ACOT6
6722,C0036341,Schizophrenia,SRSF1
6723,C0036341,Schizophrenia,CSMD1
6724,C0036341,Schizophrenia,SHMT2
6725,C0036341,Schizophrenia,BCL11B
6726,C0036341,Schizophrenia,RTN4R
6727,C0036341,Schizophrenia,SLC6A1
6728,C0036341,Schizophrenia,SLC6A3
6729,C0036341,Schizophrenia,SLC6A4
6730,C0036341,Schizophrenia,SP4
6731,C0036341,Schizophrenia,SRPK2
6732,C0036341,Schizophrenia,SYN2
6733,C0036341,Schizophrenia,SYP
6734,C0036341,Schizophrenia,TAC1
6735,C0036341,Schizophrenia,TCF4
6736,C0036341,Schizophrenia,BTG1
6737,C0036341,Schizophrenia,TCF20
6738,C0036341,Schizophrenia,THBS1
6739,C0036341,Schizophrenia,TNF
6740,C0036341,Schizophrenia,TP53
6741,C0036341,Schizophrenia,TPH1
6742,C0036341,Schizophrenia,VIPR2
6743,C0036341,Schizophrenia,VRK2
6744,C0036341,Schizophrenia,TRIM26
6745,C0036341,Schizophrenia,CACNA1C
6746,C0036341,Schizophrenia,CACNB2
6747,C0036341,Schizophrenia,GID4
6748,C0036341,Schizophrenia,THOC7
6749,C0036341,Schizophrenia,APOL4
6750,C0036341,Schizophrenia,CAMK2B
6751,C0036341,Schizophrenia,NRIP1
6752,C0036341,Schizophrenia,TRRAP
6753,C0036341,Schizophrenia,CASP4
6754,C0036341,Schizophrenia,MAD1L1
6755,C0036341,Schizophrenia,TMTC1
6756,C0036341,Schizophrenia,IMMP2L
6759,C0036341,Schizophrenia,DTNBP1
6760,C0036341,Schizophrenia,COA8
6761,C0036341,Schizophrenia,CUL3
6763,C0036341,Schizophrenia,NTNG2
6764,C0036341,Schizophrenia,KDM2B
6765,C0036341,Schizophrenia,APOL1
6766,C0036341,Schizophrenia,RGS9
6768,C0036341,Schizophrenia,SELENBP1
6769,C0036341,Schizophrenia,TSPAN18
6770,C0036341,Schizophrenia,CEACAM21
6771,C0036341,Schizophrenia,ESAM
6772,C0036341,Schizophrenia,MTRFR
6773,C0036341,Schizophrenia,DGKI
6774,C0036341,Schizophrenia,ZNF804A
6776,C0036341,Schizophrenia,NRXN1
6778,C0036341,Schizophrenia,ADAMTS3
6779,C0036341,Schizophrenia,PITPNM1
6780,C0036341,Schizophrenia,RGS6
6781,C0036341,Schizophrenia,FEZ1
6782,C0036341,Schizophrenia,PLCH2
6783,C0036341,Schizophrenia,CLINT1
6784,C0036341,Schizophrenia,ZNF536
6785,C0036341,Schizophrenia,RB1CC1
6786,C0036341,Schizophrenia,ZEB2
6787,C0036341,Schizophrenia,MAGEC1
6788,C0036341,Schizophrenia,DGCR2
6789,C0333641,Atrophic,CLU
6790,C0333641,Atrophic,CYP1A2
6791,C0333641,Atrophic,AHR
6792,C0333641,Atrophic,IL1RN
6793,C0333641,Atrophic,CLN6
6794,C0333641,Atrophic,MAPK3
6795,C0333641,Atrophic,RPS6KB1
6796,C0333641,Atrophic,SLC1A1
6797,C0333641,Atrophic,STAT3
6798,C0333641,Atrophic,TRIM63
6800,C1800706,Idiopathic Pulmonary Fibrosis,FAM13A
6801,C1800706,Idiopathic Pulmonary Fibrosis,DSP
6802,C1800706,Idiopathic Pulmonary Fibrosis,ATP11A
6803,C1800706,Idiopathic Pulmonary Fibrosis,ELMOD2
6804,C1800706,Idiopathic Pulmonary Fibrosis,PARN
6805,C1800706,Idiopathic Pulmonary Fibrosis,RTEL1
6806,C1800706,Idiopathic Pulmonary Fibrosis,PLAU
6807,C1800706,Idiopathic Pulmonary Fibrosis,TOLLIP
6808,C1800706,Idiopathic Pulmonary Fibrosis,SFTPC
6809,C1800706,Idiopathic Pulmonary Fibrosis,SFTPA1
6810,C1800706,Idiopathic Pulmonary Fibrosis,TERC
6811,C1800706,Idiopathic Pulmonary Fibrosis,TERT
6812,C1800706,Idiopathic Pulmonary Fibrosis,MUC5B
6813,C1800706,Idiopathic Pulmonary Fibrosis,SFTPA2
6814,C1800706,Idiopathic Pulmonary Fibrosis,STN1
6815,C1800706,Idiopathic Pulmonary Fibrosis,DPP9
6816,C0431362,Lobar Holoprosencephaly,FGF8
6817,C0431362,Lobar Holoprosencephaly,GAS1
6818,C0431362,Lobar Holoprosencephaly,GLI2
6819,C0431362,Lobar Holoprosencephaly,DLL1
6820,C0431362,Lobar Holoprosencephaly,NODAL
6821,C0431362,Lobar Holoprosencephaly,CDON
6822,C0431362,Lobar Holoprosencephaly,PTCH1
6823,C0431362,Lobar Holoprosencephaly,SHH
6824,C0431362,Lobar Holoprosencephaly,SIX3
6825,C0431362,Lobar Holoprosencephaly,TDGF1
6826,C0431362,Lobar Holoprosencephaly,TGIF1
6827,C0431362,Lobar Holoprosencephaly,ZIC2
6828,C0431362,Lobar Holoprosencephaly,DISP1
6829,C0431362,Lobar Holoprosencephaly,FOXH1
6830,C0431363,Alobar Holoprosencephaly,FGF8
6831,C0431363,Alobar Holoprosencephaly,GAS1
6832,C0431363,Alobar Holoprosencephaly,GLI2
6833,C0431363,Alobar Holoprosencephaly,DLL1
6834,C0431363,Alobar Holoprosencephaly,NODAL
6835,C0431363,Alobar Holoprosencephaly,CDON
6836,C0431363,Alobar Holoprosencephaly,PTCH1
6837,C0431363,Alobar Holoprosencephaly,SHH
6838,C0431363,Alobar Holoprosencephaly,SIX3
6839,C0431363,Alobar Holoprosencephaly,TDGF1
6840,C0431363,Alobar Holoprosencephaly,TGIF1
6841,C0431363,Alobar Holoprosencephaly,ZIC2
6842,C0431363,Alobar Holoprosencephaly,DISP1
6843,C0431363,Alobar Holoprosencephaly,FOXH1
6844,C0021051,Immunologic Deficiency Syndromes,CFD
6845,C0021051,Immunologic Deficiency Syndromes,DNMT3B
6846,C0021051,Immunologic Deficiency Syndromes,CFH
6847,C0021051,Immunologic Deficiency Syndromes,LEPR
6848,C0021051,Immunologic Deficiency Syndromes,EPG5
6849,C0021051,Immunologic Deficiency Syndromes,C1QB
6850,C0021051,Immunologic Deficiency Syndromes,C3
6851,C0021051,Immunologic Deficiency Syndromes,C4A
6852,C0021051,Immunologic Deficiency Syndromes,C5
6853,C0021051,Immunologic Deficiency Syndromes,C8A
6854,C0021051,Immunologic Deficiency Syndromes,C8B
6855,C0021051,Immunologic Deficiency Syndromes,C9
6856,C0021051,Immunologic Deficiency Syndromes,ZAP70
6857,C0021051,Immunologic Deficiency Syndromes,CACNA1C
6858,C0021051,Immunologic Deficiency Syndromes,FCN3
6859,C0021051,Immunologic Deficiency Syndromes,CD3E
6860,C0021051,Immunologic Deficiency Syndromes,CD36
6861,C0004134,Ataxia,UROC1
6862,C0004134,Ataxia,CP
6863,C0004134,Ataxia,EGR3
6864,C0004134,Ataxia,ABCB7
6865,C0004134,Ataxia,GABRA1
6866,C0004134,Ataxia,GABRA4
6867,C0004134,Ataxia,HCN1
6868,C0004134,Ataxia,ARCN1
6869,C0004134,Ataxia,NPC1
6870,C0004134,Ataxia,ATP7A
6871,C0004134,Ataxia,SCN8A
6872,C0004134,Ataxia,SLC2A1
6873,C0004134,Ataxia,CACNA1A
6874,C0004134,Ataxia,CACNB4
6875,C0004134,Ataxia,CACNA2D2
6876,C0279628,Adenocarcinoma Of Esophagus,CDKN2A
6877,C0279628,Adenocarcinoma Of Esophagus,DOCK2
6878,C0279628,Adenocarcinoma Of Esophagus,SPART
6879,C0279628,Adenocarcinoma Of Esophagus,CRTC1
6880,C0279628,Adenocarcinoma Of Esophagus,FOXP1
6881,C0279628,Adenocarcinoma Of Esophagus,SMAD4
6882,C0279628,Adenocarcinoma Of Esophagus,NELL1
6883,C0279628,Adenocarcinoma Of Esophagus,PIK3CA
6884,C0279628,Adenocarcinoma Of Esophagus,BARX1
6885,C0279628,Adenocarcinoma Of Esophagus,PTGS2
6886,C0279628,Adenocarcinoma Of Esophagus,TLR4
6887,C0279628,Adenocarcinoma Of Esophagus,TP53
6888,C0279628,Adenocarcinoma Of Esophagus,ARID1A
6889,C0279628,Adenocarcinoma Of Esophagus,ELMO1
6890,C0035334,Retinitis Pigmentosa,NR2E3
6891,C0035334,Retinitis Pigmentosa,TOPORS
6892,C0035334,Retinitis Pigmentosa,MERTK
6893,C0035334,Retinitis Pigmentosa,PRPF8
6894,C0035334,Retinitis Pigmentosa,TTC8
6895,C0035334,Retinitis Pigmentosa,CNGB1
6896,C0035334,Retinitis Pigmentosa,CNGA1
6897,C0035334,Retinitis Pigmentosa,ZNF513
6898,C0035334,Retinitis Pigmentosa,HGSNAT
6899,C0035334,Retinitis Pigmentosa,CRX
6900,C0035334,Retinitis Pigmentosa,RDH12
6901,C0035334,Retinitis Pigmentosa,ATF6
6902,C0035334,Retinitis Pigmentosa,SNRNP200
6903,C0035334,Retinitis Pigmentosa,CRB1
6904,C0035334,Retinitis Pigmentosa,ARL2BP
6905,C0035334,Retinitis Pigmentosa,AIPL1
6906,C0035334,Retinitis Pigmentosa,ABCA4
6907,C0035334,Retinitis Pigmentosa,PRPF6
6908,C0035334,Retinitis Pigmentosa,FSCN2
6909,C0035334,Retinitis Pigmentosa,PRPF31
6910,C0035334,Retinitis Pigmentosa,IFT172
6911,C0035334,Retinitis Pigmentosa,GUCA1B
6912,C0035334,Retinitis Pigmentosa,GUCY2D
6913,C0035334,Retinitis Pigmentosa,IDH3B
6914,C0035334,Retinitis Pigmentosa,EYS
6915,C0035334,Retinitis Pigmentosa,IMPDH1
6916,C0035334,Retinitis Pigmentosa,CERKL
6917,C0035334,Retinitis Pigmentosa,PCARE
6918,C0035334,Retinitis Pigmentosa,MAK
6919,C0035334,Retinitis Pigmentosa,MYO7A
6920,C0035334,Retinitis Pigmentosa,NEK2
6921,C0035334,Retinitis Pigmentosa,NRL
6922,C0035334,Retinitis Pigmentosa,IMPG2
6923,C0035334,Retinitis Pigmentosa,PDE6A
6924,C0035334,Retinitis Pigmentosa,PDE6G
6925,C0035334,Retinitis Pigmentosa,PDE6B
6926,C0035334,Retinitis Pigmentosa,SPATA7
6927,C0035334,Retinitis Pigmentosa,KIZ
6928,C0035334,Retinitis Pigmentosa,KLHL7
6929,C0035334,Retinitis Pigmentosa,RPGRIP1
6930,C0035334,Retinitis Pigmentosa,SLC7A14
6931,C0035334,Retinitis Pigmentosa,BBS2
6932,C0035334,Retinitis Pigmentosa,RBP3
6933,C0035334,Retinitis Pigmentosa,PRPH2
6934,C0035334,Retinitis Pigmentosa,RGR
6935,C0035334,Retinitis Pigmentosa,RHO
6936,C0035334,Retinitis Pigmentosa,RLBP1
6937,C0035334,Retinitis Pigmentosa,ROM1
6938,C0035334,Retinitis Pigmentosa,RP9
6939,C0035334,Retinitis Pigmentosa,RP1
6940,C0035334,Retinitis Pigmentosa,RP2
6941,C0035334,Retinitis Pigmentosa,RPGR
6944,C0035334,Retinitis Pigmentosa,RPE65
6945,C0035334,Retinitis Pigmentosa,SAG
6946,C0035334,Retinitis Pigmentosa,SEMA4A
6947,C0035334,Retinitis Pigmentosa,TTPA
6948,C0035334,Retinitis Pigmentosa,TUB
6949,C0035334,Retinitis Pigmentosa,TULP1
6950,C0035334,Retinitis Pigmentosa,USH2A
6951,C0035334,Retinitis Pigmentosa,CLRN1
6952,C0035334,Retinitis Pigmentosa,BEST1
6953,C0035334,Retinitis Pigmentosa,CA4
6954,C0035334,Retinitis Pigmentosa,PRCD
6955,C0035334,Retinitis Pigmentosa,ZNF408
6956,C0035334,Retinitis Pigmentosa,DHDDS
6957,C0035334,Retinitis Pigmentosa,PANK2
6958,C0035334,Retinitis Pigmentosa,ARL6
6959,C0035334,Retinitis Pigmentosa,FAM161A
6960,C0035334,Retinitis Pigmentosa,OFD1
6961,C0035334,Retinitis Pigmentosa,PROM1
6962,C0035334,Retinitis Pigmentosa,UNC119
6963,C0035334,Retinitis Pigmentosa,PRPF4
6964,C0035334,Retinitis Pigmentosa,PRPF3
6965,C0035334,Retinitis Pigmentosa,CDHR1
6966,C0035334,Retinitis Pigmentosa,LRAT
6967,C0035334,Retinitis Pigmentosa,RP1L1
6968,C0035334,Retinitis Pigmentosa,IFT140
6969,C0279626,Squamous cell carcinoma of esophagus,CDKN2B-AS1
6970,C0279626,Squamous cell carcinoma of esophagus,CDKN1A
6971,C0279626,Squamous cell carcinoma of esophagus,CDKN2A
6972,C0279626,Squamous cell carcinoma of esophagus,CFL1
6973,C0279626,Squamous cell carcinoma of esophagus,SLC52A3
6974,C0279626,Squamous cell carcinoma of esophagus,ADCYAP1
6975,C0279626,Squamous cell carcinoma of esophagus,CLIC1
6976,C0279626,Squamous cell carcinoma of esophagus,FAT3
6977,C0279626,Squamous cell carcinoma of esophagus,ABCC2
6978,C0279626,Squamous cell carcinoma of esophagus,ADH1B
6979,C0279626,Squamous cell carcinoma of esophagus,FLACC1
6980,C0279626,Squamous cell carcinoma of esophagus,CRABP1
6981,C0279626,Squamous cell carcinoma of esophagus,CREBBP
